Source_HUGO	Source_Entrez	Target_HUGO	Target_Entrez
USF1	7391	S100A6	6277
USF1	7391	C4A	720
USF1	7391	ABCA1	19
TP53	7157	TP73	7161
TP53	7157	SIAH1	6477
TP53	7157	PMAIP1	5366
TP53	7157	EI24	9538
TP53	7157	CDKN1A	1026
TP53	7157	CCNG1	900
TP53	7157	BAX	581
TFAP2A	7020	VEGFA	7422
TFAP2A	7020	TNPO1	3842
TFAP2A	7020	JUP	3728
RELA	5970	TP53	7157
RELA	5970	PTGS2	5743
RELA	5970	NFKB2	4791
RELA	5970	ICAM1	3383
RELA	5970	CXCL1	2919
RELA	5970	CCL5	6352
PPARG	5468	NR1H3	10062
PPARG	5468	LPL	4023
NFKB1	4790	TP53	7157
NFKB1	4790	LTA	4049
NFKB1	4790	CD40	958
NFKB1	4790	CCL5	6352
MYC	4609	WT1	7490
MYC	4609	VDAC2	7417
MYC	4609	USO1	8615
MYC	4609	TXNDC5	81567
MYC	4609	TRIM25	7706
MYC	4609	TRIB1	10221
MYC	4609	TOP1	7150
MYC	4609	TGFB2	7042
MYC	4609	SRM	6723
MYC	4609	SMAD3	4088
MYC	4609	SLC4A2	6522
MYC	4609	SLC43A1	8501
MYC	4609	SLC39A8	64116
MYC	4609	SIM2	6493
MYC	4609	RPL22	6146
MYC	4609	RNMT	8731
MYC	4609	PTPRF	5792
MYC	4609	PTEN	5728
MYC	4609	PSME3	10197
MYC	4609	PPIA	5478
MYC	4609	POLR3G	10622
MYC	4609	NUP153	9972
MYC	4609	NTN3	4917
MYC	4609	NRAS	4893
MYC	4609	NR1D1	9572
MYC	4609	NPM1	4869
MYC	4609	NOL3	8996
MYC	4609	NME2	4831
MYC	4609	NIT1	4817
MYC	4609	NDUFS1	4719
MYC	4609	NCL	4691
MYC	4609	MTHFR	4524
MYC	4609	MSN	4478
MYC	4609	MAT2A	4144
MYC	4609	LMNA	4000
MYC	4609	KHSRP	8570
MYC	4609	HSPE1	3336
MYC	4609	HSPD1	3329
MYC	4609	HSPA9	3313
MYC	4609	HNRPDL	9987
MYC	4609	HNRNPA1	3178
MYC	4609	HDAC3	8841
MYC	4609	GNL3	26354
MYC	4609	GCLC	2729
MYC	4609	GALC	2581
MYC	4609	EIF4H	7458
MYC	4609	EIF4B	1975
MYC	4609	DCAF11	80344
MYC	4609	CLN3	1201
MYC	4609	CLCN6	1185
MYC	4609	CDK4	1019
MYC	4609	CD63	967
MYC	4609	CCT7	10574
MYC	4609	CCND1	595
MYC	4609	CBX5	23468
MYC	4609	CASP9	842
MYC	4609	CAD	790
MYC	4609	CACNB1	782
MYC	4609	BCKDHA	593
MYC	4609	ATF4	468
MYC	4609	AMPD2	271
MYC	4609	AKAP1	8165
MAX	4149	CCND1	595
JUN	3725	MMP9	4318
JUN	3725	KRT16	3868
FOS	2353	ITGA5	3678
ELK1	2002	FOS	2353
E2F1	1869	RBL1	5933
E2F1	1869	RAD51	5888
E2F1	1869	PCNA	5111
E2F1	1869	MCM5	4174
E2F1	1869	MCM3	4172
E2F1	1869	CDC25A	993
YY1	7528	ZNF581	51545
YY1	7528	XKR6	286046
YY1	7528	WDR34	89891
YY1	7528	UNC119B	84747
YY1	7528	TSKU	25987
YY1	7528	TRAPPC6B	122553
YY1	7528	TMEM187	8269
YY1	7528	TBXAS1	6916
YY1	7528	SNAP25	6616
YY1	7528	SEPT2	4735
YY1	7528	RRAS	6237
YY1	7528	RPS28	6234
YY1	7528	RPL8	6132
YY1	7528	RPL36	25873
YY1	7528	RPL35A	6165
YY1	7528	RPL30	6156
YY1	7528	RPL27	6155
YY1	7528	RIMS2	9699
YY1	7528	RAB13	5872
YY1	7528	PRPF38A	84950
YY1	7528	PHB2	11331
YY1	7528	PBX3	5090
YY1	7528	NCDN	23154
YY1	7528	NACA	4666
YY1	7528	MPZ	4359
YY1	7528	LOC254559	254559
YY1	7528	KIF20A	10112
YY1	7528	HIF1A	3091
YY1	7528	G6PC3	92579
YY1	7528	FLJ39653	202020
YY1	7528	FAU	2197
YY1	7528	FANCD2	2177
YY1	7528	DTL	51514
YY1	7528	DNM1	1759
YY1	7528	DLG4	1742
YY1	7528	CTDSP1	58190
YY1	7528	CNPY4	245812
YY1	7528	CMTM3	123920
YY1	7528	CGREF1	10669
YY1	7528	CEP135	9662
YY1	7528	CCDC151	115948
YY1	7528	C9orf163	158055
YY1	7528	C12orf61	283416
YY1	7528	BTF3	689
YY1	7528	BSCL2	26580
YY1	7528	ASB2	51676
YY1	7528	ALOXE3	59344
YY1	7528	ADAMTS4	9507
USF1	7391	ZFP36L2	678
USF1	7391	TTLL6	284076
USF1	7391	TSPAN4	7106
USF1	7391	TNXB	7148
USF1	7391	TMEM8C	389827
USF1	7391	TMEM171	134285
USF1	7391	TEF	7008
USF1	7391	TCN2	6948
USF1	7391	SYT5	6861
USF1	7391	STMN1	3925
USF1	7391	SOX11	6664
USF1	7391	SLC4A2	6522
USF1	7391	SLC39A14	23516
USF1	7391	SLC1A5	6510
USF1	7391	SLC16A13	201232
USF1	7391	SGTB	54557
USF1	7391	SFXN2	118980
USF1	7391	SERPINE1	5054
USF1	7391	SEMA4B	10509
USF1	7391	SASH3	54440
USF1	7391	RUSC1	23623
USF1	7391	RPL23	9349
USF1	7391	RNF128	79589
USF1	7391	RHEBL1	121268
USF1	7391	RDH5	5959
USF1	7391	RCOR2	283248
USF1	7391	RAPGEF3	10411
USF1	7391	RAI14	26064
USF1	7391	PTPDC1	138639
USF1	7391	PTCH1	5727
USF1	7391	PRRT2	112476
USF1	7391	PRDX4	10549
USF1	7391	PLA2G4A	5321
USF1	7391	PKN1	5585
USF1	7391	PKLR	5313
USF1	7391	PI4KA	5297
USF1	7391	PFN1	5216
USF1	7391	PER1	5187
USF1	7391	PECR	55825
USF1	7391	PDX1	3651
USF1	7391	PDE4A	5141
USF1	7391	PCP2	126006
USF1	7391	OGDHL	55753
USF1	7391	NRIP3	56675
USF1	7391	NPTN	27020
USF1	7391	NPM1	4869
USF1	7391	NOTCH3	4854
USF1	7391	NHLRC1	378884
USF1	7391	NDUFAF4	29078
USF1	7391	MXD4	10608
USF1	7391	MSN	4478
USF1	7391	MCM8	84515
USF1	7391	MC1R	4157
USF1	7391	MAPRE1	22919
USF1	7391	MAPKAPK3	7867
USF1	7391	LYPD1	116372
USF1	7391	LYAR	55646
USF1	7391	LOC400043	400043
USF1	7391	KCNH4	23415
USF1	7391	INF2	64423
USF1	7391	IL34	146433
USF1	7391	IGSF9	57549
USF1	7391	HOXD9	3235
USF1	7391	HOXC9	3225
USF1	7391	HOXC13	3229
USF1	7391	HOXB7	3217
USF1	7391	HOXB4	3214
USF1	7391	HOXA5	3202
USF1	7391	HOXA1	3198
USF1	7391	HOTAIR	100124700
USF1	7391	HMOX1	3162
USF1	7391	HES6	55502
USF1	7391	GPC2	221914
USF1	7391	GOLIM4	27333
USF1	7391	G6PC3	92579
USF1	7391	FOXD3	27022
USF1	7391	FCHSD2	9873
USF1	7391	FBXO44	93611
USF1	7391	EEF2	1938
USF1	7391	DVL2	1856
USF1	7391	DUSP7	1849
USF1	7391	DOHH	83475
USF1	7391	DNASE2	1777
USF1	7391	DLEU7	220107
USF1	7391	DENND2D	79961
USF1	7391	CPEB1	64506
USF1	7391	CNNM2	54805
USF1	7391	CHRM1	1128
USF1	7391	CCND2	894
USF1	7391	CCND1	595
USF1	7391	CCNB1	891
USF1	7391	CALR	811
USF1	7391	CAD	790
USF1	7391	C19orf40	91442
USF1	7391	C17orf102	400591
USF1	7391	BZRAP1	9256
USF1	7391	BRCA2	675
USF1	7391	BCL7C	9274
USF1	7391	ATOH8	84913
USF1	7391	ASS1	445
USF1	7391	ASPHD1	253982
USF1	7391	AGTRAP	57085
TP53	7157	ZMAT3	64393
TP53	7157	TP53I3	9540
TP53	7157	TNFRSF10B	8795
TP53	7157	THBS1	7057
TP53	7157	TBXAS1	6916
TP53	7157	SFN	2810
TP53	7157	SESN2	83667
TP53	7157	SESN1	27244
TP53	7157	SERPINB5	5268
TP53	7157	RRM2B	50484
TP53	7157	PTEN	5728
TP53	7157	PRG3	10394
TP53	7157	PERP	64065
TP53	7157	NFATC4	4776
TP53	7157	MAP4	4134
TP53	7157	JAK2	3717
TP53	7157	IGFBP3	3486
TP53	7157	IGF2	3481
TP53	7157	HRAS	3265
TP53	7157	HIPK1	204851
TP53	7157	HIC1	3090
TP53	7157	GADD45A	1647
TP53	7157	FAS	355
TP53	7157	ETS2	2114
TP53	7157	DDIT4	54541
TP53	7157	DDB2	1643
TP53	7157	CD82	3732
TP53	7157	CAV1	857
TP53	7157	BTG2	7832
TP53	7157	BAI1	575
TP53	7157	APAF1	317
TFAP2C	7022	TEAD2	8463
TFAP2C	7022	SYT7	9066
TFAP2C	7022	RTBDN	83546
TFAP2C	7022	RNPEP	6051
TFAP2C	7022	PPP1R14B	26472
TFAP2C	7022	POU2F1	5451
TFAP2C	7022	PBX3	5090
TFAP2C	7022	MIDN	90007
TFAP2C	7022	HOXA9	3205
TFAP2C	7022	GATA2	2624
TFAP2C	7022	FMNL1	752
TFAP2C	7022	EPB41L1	2036
TFAP2C	7022	DKKL1	27120
TFAP2C	7022	BCL3	602
TFAP2C	7022	AATK	9625
TFAP2A	7020	ZSWIM6	57688
TFAP2A	7020	ZNFX1	57169
TFAP2A	7020	ZNF653	115950
TFAP2A	7020	ZDHHC2	51201
TFAP2A	7020	ZDHHC14	79683
TFAP2A	7020	WDFY2	115825
TFAP2A	7020	VEGFB	7423
TFAP2A	7020	UST	10090
TFAP2A	7020	ULK2	9706
TFAP2A	7020	UBE2Q1	55585
TFAP2A	7020	TUBG2	27175
TFAP2A	7020	TRIM8	81603
TFAP2A	7020	TPGS1	91978
TFAP2A	7020	TMEM200B	399474
TFAP2A	7020	TGFA	7039
TFAP2A	7020	TFAP2A	7020
TFAP2A	7020	TERF2	7014
TFAP2A	7020	TBCC	6903
TFAP2A	7020	SYT7	9066
TFAP2A	7020	SUMO2	6613
TFAP2A	7020	STAU1	6780
TFAP2A	7020	SRGAP1	57522
TFAP2A	7020	SPHK1	8877
TFAP2A	7020	SOS1	6654
TFAP2A	7020	SNORA74A	26821
TFAP2A	7020	SNHG4	724102
TFAP2A	7020	SMPD1	6609
TFAP2A	7020	SMEK1	55671
TFAP2A	7020	SMAD7	4092
TFAP2A	7020	SKIL	6498
TFAP2A	7020	SHMT2	6472
TFAP2A	7020	SGK3	23678
TFAP2A	7020	SERTAD3	29946
TFAP2A	7020	SERPINE1	5054
TFAP2A	7020	SDC4	6385
TFAP2A	7020	SCAND1	51282
TFAP2A	7020	SCAF1	58506
TFAP2A	7020	RRAS	6237
TFAP2A	7020	RNPEP	6051
TFAP2A	7020	RNF19B	127544
TFAP2A	7020	RECQL4	9401
TFAP2A	7020	PTGS2	5743
TFAP2A	7020	PTGDS	5730
TFAP2A	7020	PTCHD2	57540
TFAP2A	7020	PRNP	5621
TFAP2A	7020	PRICKLE4	29964
TFAP2A	7020	PPL	5493
TFAP2A	7020	POLD1	5424
TFAP2A	7020	PLK3	1263
TFAP2A	7020	PLEKHN1	84069
TFAP2A	7020	PLAGL2	5326
TFAP2A	7020	PIP4K2B	8396
TFAP2A	7020	PHF15	23338
TFAP2A	7020	PHF1	5252
TFAP2A	7020	PFKFB3	5209
TFAP2A	7020	PEX3	8504
TFAP2A	7020	PENK	5179
TFAP2A	7020	PDHA1	5160
TFAP2A	7020	PBX3	5090
TFAP2A	7020	PARP1	142
TFAP2A	7020	PA2G4	5036
TFAP2A	7020	ODC1	4953
TFAP2A	7020	NR3C1	2908
TFAP2A	7020	NQO1	1728
TFAP2A	7020	NF1	4763
TFAP2A	7020	MYO1C	4641
TFAP2A	7020	MUS81	80198
TFAP2A	7020	MTRR	4552
TFAP2A	7020	MTHFR	4524
TFAP2A	7020	MPG	4350
TFAP2A	7020	MORF4L1	10933
TFAP2A	7020	MLL	4297
TFAP2A	7020	MIR92A1	407048
TFAP2A	7020	MIR3650	100500824
TFAP2A	7020	MIR20A	406982
TFAP2A	7020	MIR19B1	406980
TFAP2A	7020	MIR19A	406979
TFAP2A	7020	MIR18A	406953
TFAP2A	7020	MIR17	406952
TFAP2A	7020	MIR1281	100302237
TFAP2A	7020	MIOS	54468
TFAP2A	7020	MIDN	90007
TFAP2A	7020	MEIS2	4212
TFAP2A	7020	MATR3	9782
TFAP2A	7020	MARK3	4140
TFAP2A	7020	MARK1	4139
TFAP2A	7020	MAPT	4137
TFAP2A	7020	MAGI3	260425
TFAP2A	7020	LSM1	27257
TFAP2A	7020	LPP	4026
TFAP2A	7020	LOC100507401	100507401
TFAP2A	7020	LOC100131691	100131691
TFAP2A	7020	LIFR	3977
TFAP2A	7020	LHX2	9355
TFAP2A	7020	KRT5	3852
TFAP2A	7020	KRT17	3872
TFAP2A	7020	KIFC3	3801
TFAP2A	7020	KIF2A	3796
TFAP2A	7020	KDM2A	22992
TFAP2A	7020	ITGB1	3688
TFAP2A	7020	ITGA2	3673
TFAP2A	7020	IRF1	3659
TFAP2A	7020	ING2	3622
TFAP2A	7020	IL8	3576
TFAP2A	7020	IGF1R	3480
TFAP2A	7020	IFNGR1	3459
TFAP2A	7020	HOXC12	3228
TFAP2A	7020	HOXA9	3205
TFAP2A	7020	HMOX1	3162
TFAP2A	7020	HIP1	3092
TFAP2A	7020	HEY1	23462
TFAP2A	7020	HDAC4	9759
TFAP2A	7020	GYG1	2992
TFAP2A	7020	GUSB	2990
TFAP2A	7020	GUCA2A	2980
TFAP2A	7020	GPRC5C	55890
TFAP2A	7020	GPR137	56834
TFAP2A	7020	GON4L	54856
TFAP2A	7020	GLUD1	2746
TFAP2A	7020	GDPGP1	390637
TFAP2A	7020	GATA2	2624
TFAP2A	7020	FZD5	7855
TFAP2A	7020	FMNL1	752
TFAP2A	7020	FLII	2314
TFAP2A	7020	FJX1	24147
TFAP2A	7020	FBXW2	26190
TFAP2A	7020	FAS	355
TFAP2A	7020	FAM53B	9679
TFAP2A	7020	EXOC3	11336
TFAP2A	7020	EPB41L1	2036
TFAP2A	7020	EP300	2033
TFAP2A	7020	ENG	2022
TFAP2A	7020	ELN	2006
TFAP2A	7020	ELK1	2002
TFAP2A	7020	EID2	163126
TFAP2A	7020	DSG2	1829
TFAP2A	7020	DPY19L1	23333
TFAP2A	7020	DDX5	1655
TFAP2A	7020	CTNNB1	1499
TFAP2A	7020	CTBP1-AS1	92070
TFAP2A	7020	CTBP1	1487
TFAP2A	7020	CREB3	10488
TFAP2A	7020	CRABP2	1382
TFAP2A	7020	CNOT2	4848
TFAP2A	7020	CLIP1	6249
TFAP2A	7020	CELSR1	9620
TFAP2A	7020	CDKL3	51265
TFAP2A	7020	BSG	682
TFAP2A	7020	BEND3	57673
TFAP2A	7020	BCL3	602
TFAP2A	7020	BCKDHA	593
TFAP2A	7020	BAG6	7917
TFAP2A	7020	BAG4	9530
TFAP2A	7020	B4GALT5	9334
TFAP2A	7020	ATP2A3	489
TFAP2A	7020	ATP1A1	476
TFAP2A	7020	ATF2	1386
TFAP2A	7020	ARSB	411
TFAP2A	7020	ARHGAP27	201176
TFAP2A	7020	ANKRD13B	124930
TFAP2A	7020	ADD1	118
TFAP2A	7020	ACSL3	2181
TFAP2A	7020	ACD	65057
TFAP2A	7020	ACAP2	23527
TFAP2A	7020	AATK	9625
STAT6	6778	SOCS2	8835
STAT5B	6777	CCND1	595
STAT5B	6777	BCL6	604
STAT5A	6776	CCND2	894
STAT5A	6776	CCND1	595
STAT4	6775	SOCS3	9021
STAT4	6775	SOCS2	8835
STAT4	6775	PIM1	5292
STAT4	6775	MYC	4609
STAT4	6775	IRF1	3659
STAT3	6774	VIP	7432
STAT3	6774	VEGFA	7422
STAT3	6774	SOCS2	8835
STAT3	6774	SOCS1	8651
STAT3	6774	MYC	4609
STAT3	6774	CCND1	595
STAT2	6773	SOCS2	8835
STAT1	6772	VIP	7432
STAT1	6772	TP53	7157
STAT1	6772	SOCS2	8835
STAT1	6772	PSMB9	5698
STAT1	6772	MYC	4609
STAT1	6772	BCL6	604
SRF	6722	ZEB1	6935
SRF	6722	VIL1	7429
SRF	6722	TLE3	7090
SRF	6722	TAGLN	6876
SRF	6722	SUN2	25777
SRF	6722	STX10	8677
SRF	6722	PTMS	5763
SRF	6722	PLP2	5355
SRF	6722	PLEKHG2	64857
SRF	6722	PDLIM5	10611
SRF	6722	NPAS4	266743
SRF	6722	NPAS2	4862
SRF	6722	MYADM	91663
SRF	6722	MCL1	4170
SRF	6722	MAPKAPK2	9261
SRF	6722	LPP	4026
SRF	6722	HNMT	3176
SRF	6722	GADD45G	10912
SRF	6722	FILIP1L	11259
SRF	6722	EGR3	1960
SRF	6722	DUSP2	1844
SRF	6722	CTGF	1490
SRF	6722	CD248	57124
SRF	6722	CAPN13	92291
SRF	6722	ASB2	51676
SRF	6722	ACTA1	58
SPI1	6688	REL	5966
SPI1	6688	NOS3	4846
SPI1	6688	NCF4	4689
SPI1	6688	NCF2	4688
SPI1	6688	MNDA	4332
SPI1	6688	LSP1	4046
SPI1	6688	ITGB2	3689
SPI1	6688	ITGB1	3688
SPI1	6688	ITGAM	3684
SPI1	6688	ITGA2B	3674
SPI1	6688	IL3RA	3563
SPI1	6688	IL1RN	3557
SPI1	6688	EBI3	10148
SPI1	6688	CSF3R	1441
SPI1	6688	CSF2RA	1438
SPI1	6688	CSF1	1435
SPI1	6688	CIITA	4261
SPI1	6688	CD68	968
SPI1	6688	BTK	695
SPI1	6688	ABCB4	5244
SP1	6667	ZBTB7A	51341
SP1	6667	YIF1A	10897
SP1	6667	VEGFA	7422
SP1	6667	TSEN34	79042
SP1	6667	TRIP10	9322
SP1	6667	TNFRSF12A	51330
SP1	6667	TGFB1	7040
SP1	6667	TEF	7008
SP1	6667	TEAD2	8463
SP1	6667	STXBP5L	9515
SP1	6667	SSX2IP	117178
SP1	6667	SPAG4	6676
SP1	6667	SLITRK4	139065
SP1	6667	SEZ6L2	26470
SP1	6667	RRAS	6237
SP1	6667	RGS19	10287
SP1	6667	RELA	5970
SP1	6667	PTK7	5754
SP1	6667	PROCA1	147011
SP1	6667	PLCD1	5333
SP1	6667	PAIP2B	400961
SP1	6667	PABPC1	26986
SP1	6667	NOTCH3	4854
SP1	6667	NLK	51701
SP1	6667	MEX3C	51320
SP1	6667	MEIG1	644890
SP1	6667	MEF2D	4209
SP1	6667	MBD6	114785
SP1	6667	MAST1	22983
SP1	6667	MAPKAPK3	7867
SP1	6667	LRRC8E	80131
SP1	6667	LOC100128822	100128822
SP1	6667	LCAT	3931
SP1	6667	KLF5	688
SP1	6667	KCNH8	131096
SP1	6667	ITGB1	3688
SP1	6667	ITGAV	3685
SP1	6667	IRF5	3663
SP1	6667	IGFBP2	3485
SP1	6667	IGF2BP1	10642
SP1	6667	IDH1	3417
SP1	6667	ID1	3397
SP1	6667	HOXB7	3217
SP1	6667	GRM2	2912
SP1	6667	GPSM3	63940
SP1	6667	GPC3	2719
SP1	6667	FZD2	2535
SP1	6667	FKBP14	55033
SP1	6667	FDXR	2232
SP1	6667	FAM40B	57464
SP1	6667	EPO	2056
SP1	6667	EGFL7	51162
SP1	6667	DKKL1	27120
SP1	6667	DHFR	1719
SP1	6667	DDIT4	54541
SP1	6667	DACT3	147906
SP1	6667	CYP46A1	10858
SP1	6667	CTDSP1	58190
SP1	6667	CRHR1	1394
SP1	6667	CORO1C	23603
SP1	6667	CDKN2D	1032
SP1	6667	CDKN2B	1030
SP1	6667	CDKL2	8999
SP1	6667	CDK2	1017
SP1	6667	CDC25A	993
SP1	6667	CCND2	894
SP1	6667	CBX8	57332
SP1	6667	CAMTA1	23261
SP1	6667	C9orf169	375791
SP1	6667	C10orf140	387640
SP1	6667	BTK	695
SP1	6667	BRSK1	84446
SP1	6667	BMF	90427
SP1	6667	BCL3	602
SP1	6667	ARHGEF19	128272
SP1	6667	AGT	183
SMAD4	4089	CDKN2B	1030
SMAD4	4089	CDKN1A	1026
SMAD3	4088	MYC	4609
SMAD1	4086	ID3	3399
SMAD1	4086	ID2	3398
RXRA	6256	APOA1	335
REST	5978	ZNF367	195828
REST	5978	ZBTB48	3104
REST	5978	ZBTB4	57659
REST	5978	VIP	7432
REST	5978	VGF	7425
REST	5978	UROD	7389
REST	5978	UCN	7349
REST	5978	TRIQK	286144
REST	5978	TNR	7143
REST	5978	TMEM198	130612
REST	5978	TMEM131	23505
REST	5978	TAOK3	51347
REST	5978	SYT6	148281
REST	5978	SYT4	6860
REST	5978	SYP	6855
REST	5978	STX10	8677
REST	5978	STMN3	50861
REST	5978	STMN2	11075
REST	5978	SOGA3	387104
REST	5978	SNX17	9784
REST	5978	SNAP25	6616
REST	5978	SLC5A1	6523
REST	5978	SLC39A9	55334
REST	5978	SLC18A3	6572
REST	5978	SCN2A	6326
REST	5978	SCHIP1	29970
REST	5978	SCAMP5	192683
REST	5978	RUNDC3A	10900
REST	5978	RTN2	6253
REST	5978	RNF41	10193
REST	5978	RIMKLA	284716
REST	5978	RGS20	8601
REST	5978	RDH13	112724
REST	5978	PTPRN	5798
REST	5978	PHYHIPL	84457
REST	5978	PDGFB	5155
REST	5978	PDE2A	5138
REST	5978	PCSK2	5126
REST	5978	PCDHGB8P	56120
REST	5978	PCDHGB7	56099
REST	5978	PCDHGB5	56101
REST	5978	PCDHGB2	56103
REST	5978	PCDHGB1	56104
REST	5978	PCDHGA3	56112
REST	5978	PAQR4	124222
REST	5978	OPRM1	4988
REST	5978	OMG	4974
REST	5978	OLFM3	118427
REST	5978	OGDHL	55753
REST	5978	NXPH1	30010
REST	5978	NRSN1	140767
REST	5978	NPTX2	4885
REST	5978	NPAS4	266743
REST	5978	NEFM	4741
REST	5978	NAV1	89796
REST	5978	MIR9-3	407051
REST	5978	MIR124-3	406909
REST	5978	MIR124-2	406908
REST	5978	MGAT5B	146664
REST	5978	METTL5	29081
REST	5978	MAPT-IT1	100130148
REST	5978	MAPT	4137
REST	5978	MAD2L1BP	9587
REST	5978	LRIT2	340745
REST	5978	LOC643669	643669
REST	5978	LOC200726	200726
REST	5978	LOC147670	147670
REST	5978	LOC100130155	100130155
REST	5978	LINC00485	283432
REST	5978	LIN28A	79727
REST	5978	LHX3	8022
REST	5978	LGI4	163175
REST	5978	KRT86	3892
REST	5978	KCNH6	81033
REST	5978	KCNH4	23415
REST	5978	JAGN1	84522
REST	5978	IRF9	10379
REST	5978	IQSEC3	440073
REST	5978	IGSF10	285313
REST	5978	HSPA1L	3305
REST	5978	HOXA6	3203
REST	5978	HIST1H2BK	85236
REST	5978	HIC1	3090
REST	5978	HHATL	57467
REST	5978	GRM4	2914
REST	5978	GRIN1	2902
REST	5978	GPS2	2874
REST	5978	GNAS	2778
REST	5978	FAM78A	286336
REST	5978	FAM155B	27112
REST	5978	ENOX1	55068
REST	5978	DNER	92737
REST	5978	DNAJC6	9829
REST	5978	DLGAP3	58512
REST	5978	CTNNA2	1496
REST	5978	CRKL	1399
REST	5978	CRH	1392
REST	5978	CPNE4	131034
REST	5978	COL5A3	50509
REST	5978	CLVS1	157807
REST	5978	CLK2	1196
REST	5978	CHRNB2	1141
REST	5978	CHKA	1119
REST	5978	CHAT	1103
REST	5978	CENPB	1059
REST	5978	CELF6	60677
REST	5978	CELF4	56853
REST	5978	CDK5R1	8851
REST	5978	CCDC97	90324
REST	5978	CARTPT	9607
REST	5978	CALB1	793
REST	5978	CADPS	8618
REST	5978	CABLES1	91768
REST	5978	BSX	390259
REST	5978	BMF	90427
REST	5978	BDNF	627
REST	5978	ATP6V1B2	526
REST	5978	ANKS1B	56899
REST	5978	ALKBH6	84964
RELB	5971	CD40	958
RELA	5970	ZBTB10	65986
RELA	5970	TRAF1	7185
RELA	5970	TNF	7124
RELA	5970	TLCD1	116238
RELA	5970	SORL1	6653
RELA	5970	SOCS3	9021
RELA	5970	SNX20	124460
RELA	5970	SMAD3	4088
RELA	5970	RELB	5971
RELA	5970	ORAI1	84876
RELA	5970	NOS2	4843
RELA	5970	NFKBIZ	64332
RELA	5970	NFKBIB	4793
RELA	5970	NFKBIA	4792
RELA	5970	NFKB1	4790
RELA	5970	NFAT5	10725
RELA	5970	MMP9	4318
RELA	5970	MLLT6	4302
RELA	5970	MIR4734	100616203
RELA	5970	MIR330	442902
RELA	5970	MAML2	84441
RELA	5970	LTA	4049
RELA	5970	LPXN	9404
RELA	5970	IL8	3576
RELA	5970	IL6	3569
RELA	5970	IL4I1	259307
RELA	5970	IL1R1	3554
RELA	5970	IFNB1	3456
RELA	5970	F3	2152
RELA	5970	EML2	24139
RELA	5970	EBI3	10148
RELA	5970	CXCL3	2921
RELA	5970	CXCL2	2920
RELA	5970	CXCL11	6373
RELA	5970	CXCL10	3627
RELA	5970	CSF3	1440
RELA	5970	CD40	958
RELA	5970	CCND1	595
RELA	5970	CCL2	6347
RELA	5970	C1orf200	644997
RELA	5970	C12orf61	283416
RELA	5970	BIRC3	330
RELA	5970	BIRC2	329
RELA	5970	BCL3	602
RELA	5970	BCL2L1	598
RELA	5970	BCL2	596
RELA	5970	ASB2	51676
RELA	5970	ARL6IP5	10550
REL	5966	NFKBIA	4792
PPARG	5468	UCP1	7350
PPARG	5468	CD36	948
PPARD	5467	LPL	4023
PPARA	5465	UCP1	7350
PPARA	5465	LPL	4023
PPARA	5465	FADS2	9415
PPARA	5465	APOA1	335
PPARA	5465	ACOX2	8309
POU2F2	5452	NDUFA4L2	56901
POU2F2	5452	LYN	4067
POU2F1	5451	UROS	7390
POU2F1	5451	TSC22D3	1831
POU2F1	5451	SLC38A6	145389
POU2F1	5451	SCGB1A1	7356
POU2F1	5451	PRRX1	5396
POU2F1	5451	PRL	5617
POU2F1	5451	MYC	4609
POU2F1	5451	LPL	4023
POU2F1	5451	JAG2	3714
POU2F1	5451	HNF1B	6928
POU2F1	5451	HIST2H2BE	8349
POU2F1	5451	GNRH1	2796
POU2F1	5451	GCM1	8521
POU2F1	5451	GADD45A	1647
POU2F1	5451	ENPP2	5168
POU2F1	5451	CCND1	595
POU2F1	5451	BFSP2	8419
PAX5	5079	PATZ1	23598
NFYA	4800	ZSWIM4	65249
NFYA	4800	ZBTB20	26137
NFYA	4800	WDR63	126820
NFYA	4800	TTK	7272
NFYA	4800	STMN4	81551
NFYA	4800	SLC1A5	6510
NFYA	4800	SKA2	348235
NFYA	4800	SIX4	51804
NFYA	4800	SETD5	55209
NFYA	4800	SERF2	10169
NFYA	4800	PRCP	5547
NFYA	4800	PER1	5187
NFYA	4800	OS9	10956
NFYA	4800	NUP37	79023
NFYA	4800	MAPKAPK3	7867
NFYA	4800	ISL2	64843
NFYA	4800	HEY1	23462
NFYA	4800	HCP5	10866
NFYA	4800	GART	2618
NFYA	4800	CHAC1	79094
NFYA	4800	CENPF	1063
NFYA	4800	CCDC102A	92922
NFYA	4800	CASP2	835
NFYA	4800	AURKA	6790
NFYA	4800	ACTL6B	51412
NFKB2	4791	VCAM1	7412
NFKB2	4791	TP53	7157
NFKB2	4791	MAML2	84441
NFKB2	4791	LTA	4049
NFKB2	4791	EML2	24139
NFKB1	4790	VEGFA	7422
NFKB1	4790	VCAM1	7412
NFKB1	4790	TLR2	7097
NFKB1	4790	TLCD1	116238
NFKB1	4790	RIPK2	8767
NFKB1	4790	PLAU	5328
NFKB1	4790	ORAI1	84876
NFKB1	4790	NR4A2	4929
NFKB1	4790	NFKBIA	4792
NFKB1	4790	MMP9	4318
NFKB1	4790	MAML2	84441
NFKB1	4790	IL6	3569
NFKB1	4790	HLA-B	3106
NFKB1	4790	EML2	24139
NFKB1	4790	EBI3	10148
NFKB1	4790	CXCL5	6374
NFKB1	4790	CXCL11	6373
NFKB1	4790	CXCL10	3627
NFKB1	4790	CD80	941
